==WARNING== Note: Running with unmodified GPU clocks. If not controlled otherwise, profiling results may be inconsistent.
==PROF== Connected to process 90 (/usr/bin/python3.12)
==PROF== Disconnected from process 90
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Occupancy","Overall GPU Occupancy","%","0",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Occupancy","Cluster Occupancy","%","0",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Occupancy","Block Limit Barriers","block","32",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Occupancy","Block Limit SM","block","32",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Occupancy","Block Limit Registers","block","4",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Occupancy","Block Limit Shared Mem","block","4",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Occupancy","Block Limit Warps","block","16",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Occupancy","Theoretical Active Warps per SM","warp","16",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Occupancy","Theoretical Occupancy","%","25",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Occupancy","Achieved Occupancy","%","14.29",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Occupancy","Achieved Active Warps Per SM","warp","9.15",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Occupancy","","","","AchievedOccupancy","OPT","The difference between calculated theoretical (25.0%) and measured achieved occupancy (14.3%) can be the result of warp scheduling overheads or workload imbalances during the kernel execution. Load imbalances can occur between warps within a block as well as across blocks of the same kernel. See the CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#occupancy) for more details on optimizing occupancy.","global","42.84"
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Occupancy","","","","TheoreticalOccupancy","OPT","The 4.00 theoretical warps per scheduler this kernel can issue according to its occupancy are below the hardware maximum of 16. This kernel's theoretical occupancy (25.0%) is limited by the number of required registers, and the required amount of shared memory.","global","51.85"
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Source Counters","Branch Instructions Ratio","%","0.03",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Source Counters","Branch Instructions","inst","29434496",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Source Counters","Branch Efficiency","%","99.99",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","Source Counters","Avg. Divergent Branches","branches","75.43",
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","SourceCounters","","","","UncoalescedGlobalAccess","OPT","This workload has uncoalesced global accesses resulting in a total of 228096 excessive sectors (0% of the total 46055936 sectors). Check the L2 Theoretical Sectors Global Excessive table for the primary source locations. The CUDA Programming Guide (https://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#device-memory-accesses) has additional information on reducing uncoalesced device memory accesses.","global","0.128"
"0","90","python3.12","127.0.0.1","gdn_persistent_pingpong_kernel","1","7","(128, 1, 1)","(32, 1, 1)","0","9.0","SourceCounters","","","","UncoalescedSharedAccess","OPT","This workload has uncoalesced shared accesses resulting in a total of 22848 excessive wavefronts (0% of the total 202035200 wavefronts). Check the L1 Wavefronts Shared Excessive table for the primary source locations. The CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#shared-memory-in-matrix-multiplication-c-ab) has an example on optimizing shared memory accesses.","global","0.01025"
